city,companyFullName,companyLabelList,companySize,education,financeStage,firstType,industryField,jobNature,latitude,longitude,positionAdvantage,positionId,positionLables,positionName,salary_high,salary_low,workYear,Salary
上海,拉扎斯网络科技（上海）有限公司,"['节日礼物', '绩效奖金', '年度旅游', '岗位晋升']",2000人以上,不限,D轮及以上,产品/需求/项目类,移动互联网,全职,31.23315639,121.3827772,leader是行业内知名大牛，带你提升到新高度,3163549,"['电商', '本地生活', '资深', '高级', 'SPSS']",数据分析师（大数据部）,15,30,1-3年,22500
上海,深圳萨摩耶互联网金融服务有限公司,"['技能培训', '年度旅游', '岗位晋升', '五险一金']",150-500人,本科,B轮,金融类,金融,全职,31.157714,121.559524,"年终奖,期权,福利多,晋升快",3382986,['风控'],数据分析师/反欺诈策略分析师,13,25,3-5年,19000
上海,上海东方明珠新媒体股份有限公司,"['技能培训', '带薪年假', '领导好', '美女多']",500-2000人,本科,上市公司,产品/需求/项目类,"移动互联网,游戏",全职,31.17323,121.41162,新媒体上市,4093960,"['电商', '高级', '大数据', '商业', '数据挖掘']",电商数据分析师,15,20,3-5年,17500
上海,上海晨之科信息技术有限公司,"['绩效奖金', '弹性工作', '扁平管理', '带薪年假']",150-500人,本科,C轮,开发/测试/运维类,"移动互联网,游戏",全职,31.175027,121.417459,"发展前景好,公司福利多,距离地铁近",4076385,"['数据挖掘', 'SPSS']",数据分析师,6,12,1-3年,9000
北京,普信恒业科技发展（北京）有限公司,"['管理规范', '技能培训', '扁平管理', '弹性工作']",2000人以上,不限,上市公司,金融类,金融,全职,39.909202,116.474335,"优秀团队,知名平台",3266338,['专家'],数据分析经理-评分卡、模型、SAS,8,12,不限,10000
杭州,浙江执御信息技术有限公司,"['五险一金', '带薪年假', '节日礼物', '年度旅游']",2000人以上,本科,B轮,开发/测试/运维类,"移动互联网,数据服务",全职,30.33344,120.11362,"美女如云,年终奖丰厚,发展前景大",2870403,[],数据分析（运营）,10,15,1-3年,12500
北京,北京字节跳动科技有限公司,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",500-2000人,本科,C轮,产品/需求/项目类,"移动互联网,数据服务",全职,39.977067,39.977067,六险一金，弹性工作，免费三餐，租房补贴，带薪休假，休闲下午茶，扁平管理，健身瑜伽，团队氛围好,4027976,[],渠道运营数据分析师,8,16,1-3年,12000
深圳,深圳市随手科技有限公司,"['带薪年假', '弹性工作时间', '年度旅游', '岗位晋升']",500-2000人,本科,C轮,产品/需求/项目类,"移动互联网,金融",全职,22.99368,113.993578,"互联网金融,平台好,发展空间大,氛围好",4073197,"['数据挖掘', 'SPSS']",数据分析师（贷款方向）,13,25,3-5年,19000
广州,中邮消费金融有限公司,"['专项奖金', '年终分红', '带薪年假', '定期体检']",500-2000人,本科,未融资,开发/测试/运维类,"移动互联网,金融",全职,23.148924,113.327956,"人工智能,大数据,成长空间大,福利好",4077359,"['资深', '中级', '数据挖掘', '建模']",高级BI数据分析开发师,16,29,5-10年,22500
上海,华院数据技术（上海）有限公司,"['带薪年假', '绩效奖金', '定期体检', '通讯津贴']",500-2000人,硕士,C轮,综合职能类,"企业服务,数据服务",全职,116.331398,39.897445,"发展空间大,六险一金,10天年假,各类补助",2708205,"['讲师', '数据挖掘', 'SPSS']",大数据分析师,15,25,3-5年,20000
广州,广州柏视医疗科技有限公司,"['五险一金', '股票期权', '领导好', '扁平管理']",15-50人,本科,A轮,开发/测试/运维类,"医疗健康,数据服务",全职,23.092889,113.290629,"人工智能,顶级团队,初创公司",3429496,"['资深', '高级', '数据挖掘', 'SPSS', 'sas']",临床数据分析师,10,20,1-3年,15000
上海,拉扎斯网络科技（上海）有限公司,"['节日礼物', '绩效奖金', '年度旅游', '岗位晋升']",2000人以上,本科,D轮及以上,产品/需求/项目类,移动互联网,全职,31.23315639,121.3827772,数据领域大神等你一起来玩耍～,3462732,"['资深', '高级', '大数据', 'SPSS']",数据分析师（数据挖掘产品）,15,30,1-3年,22500
厦门,厦门美图之家科技有限公司,"['节日礼物', '与大牛共事', '福利健全', '五险一金']",500-2000人,不限,上市公司,开发/测试/运维类,"移动互联网,硬件",全职,24.489558,118.179899,"海量数据,数据驱动",4121006,"['运营', '行业研究', '用户研究']",数据分析师（行业&amp;竞品）-厦门,10,20,3-5年,15000
北京,普信恒业科技发展（北京）有限公司,"['管理规范', '技能培训', '扁平管理', '弹性工作']",2000人以上,硕士,上市公司,开发/测试/运维类,金融,全职,39.909202,116.474335,"知名平台,团队气氛好,精英团队",3512284,['专家'],数据分析专员-数据挖掘,10,20,不限,15000
杭州,浙江执御信息技术有限公司,"['五险一金', '带薪年假', '节日礼物', '年度旅游']",2000人以上,本科,B轮,产品/需求/项目类,"移动互联网,数据服务",全职,30.33344,120.11362,一个有梦想有挑战的公司，赶紧加入吧,3193728,"['电商', 'BI', '数据挖掘', 'SQL', 'SPSS']",数据分析,10,15,1-3年,12500
北京,北京三快在线科技有限公司,"['技能培训', '绩效奖金', '岗位晋升', '领导好']",2000人以上,本科,D轮及以上,产品/需求/项目类,"移动互联网,O2O",全职,31.217836,121.417969,"年底双薪,职位晋升,团队氛围好,核心部门",3767444,"['大数据', '数据挖掘', 'SPSS', 'sas']",高级商业分析师（数据分析方向）,20,35,3-5年,27500
北京,和信电子商务有限公司,"['节日礼物', '专项奖金', '股票期权', '绩效奖金']",150-500人,本科,上市公司,产品/需求/项目类,金融,全职,39.90763,116.47094,"弹性工作制,扁平化管理",3928539,"['电商', '大数据', '数据挖掘']",数据分析师,9,18,1-3年,13500
深圳,平安科技（深圳）有限公司,"['节日礼物', '年度旅游', '岗位晋升', '技能培训']",2000人以上,本科,不需要融资,综合职能类,金融,全职,22.55951564,114.0993814,500强，福利待遇,3113005,"['金融', '总监', '经理', '运营']",经营分析岗（经营数据分析方向）（深圳）,10,15,不限,12500
北京,云智惠（北京）投资管理有限公司,"['""""']",500-2000人,大专,未融资,产品/需求/项目类,金融,全职,39.912139,116.472788,"五险一金,带薪年假,年终奖金",4013250,"['金融', '运营']",数据分析专员,6,8,1-3年,7000
上海,晋松（上海）网络信息技术有限公司,"['相互成就', '敢想敢做', '消费场景', '趋势改变习惯']",50-150人,本科,A轮,开发/测试/运维类,"移动互联网,金融",全职,31.307861,121.513693,"扁平化管理,年终多薪",4082231,"['中级', '数据挖掘', 'SPSS']",数据分析师,15,30,3-5年,22500
上海,招商银行股份有限公司信用卡中心,"['金融科技银行', '技术创新驱动', '奋斗独立改变', '一年两次调薪']",2000人以上,本科,上市公司,开发/测试/运维类,"移动互联网,金融",全职,31.246478,121.672663,赋能文化、技术大牛,3908680,"['本地生活', '高级', '中级', '数据挖掘', 'SPSS']",数据分析岗(O2O),15,25,3-5年,20000
上海,北京字节跳动科技有限公司,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",500-2000人,本科,C轮,运营/编辑/客服,"移动互联网,数据服务",全职,31.157779,121.434308,六险一金，弹性工作，餐补，租房补贴，带薪休假，扁平管理，过亿用户，晋升空间，团队氛围好,3977321,['产品'],数据分析师,7,14,1-3年,10500
深圳,深圳市随手科技有限公司,"['带薪年假', '弹性工作时间', '年度旅游', '岗位晋升']",500-2000人,本科,C轮,开发/测试/运维类,"移动互联网,金融",全职,22.99368,113.993578,"互联网金融,平台好,发展空间大,氛围好",3776822,"['中级', 'SQL', 'SPSS']",数据分析师,8,16,1-3年,12000
厦门,厦门美图之家科技有限公司,"['节日礼物', '与大牛共事', '福利健全', '五险一金']",500-2000人,不限,上市公司,开发/测试/运维类,"移动互联网,硬件",全职,24.489558,118.179899,"海量数据,牛人齐聚",4120952,"['数据挖掘', '用户研究']",高级数据分析师-厦门,15,30,3-5年,22500
北京,普信恒业科技发展（北京）有限公司,"['管理规范', '技能培训', '扁平管理', '弹性工作']",2000人以上,不限,上市公司,金融类,金融,全职,0,0,"知名公司,团队气氛好,六险一金",3347533,['专家'],风险政策专员（数据分析方向）,8,12,不限,10000
北京,北京三快在线科技有限公司,"['技能培训', '绩效奖金', '岗位晋升', '领导好']",2000人以上,本科,D轮及以上,产品/需求/项目类,"移动互联网,O2O",全职,31.217836,121.417969,"年底双薪,职位晋升,团队氛围好,核心部门",3898545,"['商业', '大数据', '数据挖掘', 'SPSS']",高级数据分析师,20,30,3-5年,25000
北京,和信电子商务有限公司,"['节日礼物', '专项奖金', '股票期权', '绩效奖金']",150-500人,硕士,上市公司,产品/需求/项目类,金融,全职,39.90763,116.47094,"弹性工作制,扁平化管理,每月团建,员工旅游",3658927,"['电商', '数据挖掘', 'SPSS']",数据分析师,8,15,1-3年,11500
深圳,平安科技（深圳）有限公司,"['节日礼物', '年度旅游', '岗位晋升', '技能培训']",2000人以上,本科,不需要融资,开发/测试/运维类,金融,全职,22.533344,114.055755,世界500强、福利好、绩效奖金丰厚,3439323,"['高级', '数据挖掘', '数据开发']",大数据分析工程师(深圳),15,25,不限,20000
杭州,浙江执御信息技术有限公司,"['五险一金', '带薪年假', '节日礼物', '年度旅游']",2000人以上,本科,B轮,开发/测试/运维类,"移动互联网,数据服务",全职,30.33344,120.11362,"公司前景好,自主性高,发挥空间大,海量数据",3359082,"['大数据', '数据挖掘', 'SPSS']",数据分析师,13,20,1-3年,16500
广州,广州市网威信息技术有限公司,[],50-150人,本科,未融资,产品/需求/项目类,移动互联网,全职,23.14139,113.34491,双休,3916999,[],数据分析师,6,10,1-3年,8000
西安,西安点告网络科技有限公司,"['节日礼物', '技能培训', '绩效奖金', '年度旅游']",150-500人,不限,上市公司,产品/需求/项目类,移动互联网,全职,34.207169,108.83696,五险一金、双休、带薪年假、福利好,4075889,"['移动互联网', '专员']",数据分析,3,6,1-3年,4500
北京,北京创智优品科技有限公司,"['节日礼物', '顶配Mac', '小而美', '扁平管理']",150-500人,本科,A轮,开发/测试/运维类,"移动互联网,游戏",全职,39.92111,116.4334,"五险一金,年底双薪,出国旅行,包午晚餐",4038296,"['视频', '广告营销', '大数据']",数据分析,15,30,3-5年,22500
杭州,杭州斯凯网络科技有限公司,"['年终分红', '绩效奖金', '股票期权', '五险一金']",500-2000人,本科,上市公司,开发/测试/运维类,"移动互联网,游戏",全职,30.26664,120.0974,"发展潜力,氛围佳",4111262,"['医疗健康', '数据挖掘', 'SPSS']",数据分析师,10,15,1-3年,12500
苏州,苏州梦想人软件科技有限公司,"['技能培训', '年底双薪', '节日礼物', '绩效奖金']",150-500人,大专,B轮,产品/需求/项目类,移动互联网,全职,31.269872,120.7458,"数据分析,统计学,用户分析,SAS",4115213,"['教育', '高级', '大数据', '数据挖掘', 'SPSS']",数据分析师,7,13,3-5年,10000
南京,南京科融数据系统股份有限公司,"['带薪年假', '定期体检', '年底双薪', '绩效奖金']",150-500人,本科,上市公司,开发/测试/运维类,"数据服务,金融",全职,32.040183,118.779859,"福利待遇好,团队氛围好",4086318,"['金融', '银行', 'ETL']",数据分析师,10,20,不限,15000
上海,上海宝尊电子商务有限公司,"['年底双薪', '节日礼物', '技能培训', '绩效奖金']",2000人以上,本科,上市公司,开发/测试/运维类,电子商务,全职,31.294026,121.440163,"福利好,领导好,环境好,氛围好",3877702,"['电商', '高级', '数据挖掘']",数据分析师,15,29,3-5年,22000
北京,北京字节跳动科技有限公司,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",500-2000人,本科,C轮,运营/编辑/客服,"移动互联网,数据服务",全职,39.977067,39.977067,六险一金，弹性工作，免费三餐，租房补贴，带薪休假,3965300,['产品'],商业化电商数据分析师,10,20,3-5年,15000
北京,北京三快在线科技有限公司,"['技能培训', '绩效奖金', '岗位晋升', '领导好']",2000人以上,本科,D轮及以上,产品/需求/项目类,"移动互联网,O2O",全职,31.217836,121.417969,"年底双薪,职位晋升,团队氛围好,核心部门",3766793,['本地生活'],数据分析师,15,30,3-5年,22500
北京,和信电子商务有限公司,"['节日礼物', '专项奖金', '股票期权', '绩效奖金']",150-500人,本科,上市公司,市场/商务/销售类,金融,全职,39.90763,116.47094,"员工旅游,年度奖金,弹性工作,领导好",3682748,"['广告营销', '数据挖掘', 'SPSS']",数据分析经理,12,18,3-5年,15000
深圳,平安科技（深圳）有限公司,"['节日礼物', '年度旅游', '岗位晋升', '技能培训']",2000人以上,本科,不需要融资,产品/需求/项目类,金融,全职,22.55951564,114.0993814,世界500强 带薪年假 节日福利 绩效丰厚,3876989,['金融'],数据分析（深圳）,10,15,不限,12500
广州,广州威尔森信息科技有限公司,"['年底双薪', '节日礼物', '带薪年假', '绩效奖金']",150-500人,本科,未融资,开发/测试/运维类,"移动互联网,企业服务",全职,23.114822,113.333231,六险一金,3043500,"['大数据', 'SQL', '数据管理']",数据分析师,5,7,1-3年,6000
北京,北京凯声文化传媒有限责任公司,"['节日礼物', '岗位晋升', '年度旅游', '扁平管理']",150-500人,本科,B轮,开发/测试/运维类,"移动互联网,教育",全职,39.996385,116.492054,"年终奖,绩效奖金,福利多多,公司氛围好",4081316,"['大数据', '数据挖掘']",高级数据分析师,18,30,3-5年,24000
北京,便利蜂商贸有限公司,"['弹性工作', '美女多', '帅哥多', '领导好']",2000人以上,本科,不需要融资,产品/需求/项目类,"移动互联网,生活服务",全职,39.978087,116.49388,"海量数据,业务数据,精通SQL",3096978,"['大数据', 'SPSS', '数据管理']",数据分析师,20,40,3-5年,30000
杭州,浙江核新同花顺网络信息股份有限公司,"['人工智能', '金融科技', '五险一金', '产品驱动']",2000人以上,不限,上市公司,产品/需求/项目类,"移动互联网,金融",全职,30.291923,120.045424,"用户画像,精准营销,PB",4087169,"['信息安全', '移动互联网', '大数据', 'BI', '数据挖掘']",ETL数据仓库开发/数据分析师,14,28,不限,21000
苏州,江苏海豚网络科技有限公司,"['股票期权', '带薪年假', '扁平管理', '五险一金']",15-50人,硕士,天使轮,产品/需求/项目类,"移动互联网,文化娱乐",全职,31.319427,120.77052,"扁平管理,五险一金,弹性工作",4120746,"['大数据', '数据挖掘']",数据分析师,8,15,1-3年,11500
北京,深圳前海金融管理学院有限公司,[],50-150人,硕士,未融资,开发/测试/运维类,"金融,教育",全职,39.949945,116.459244,"大数据,互联网,人工智能",4120708,"['医疗健康', '大数据', 'SPSS']",数据分析师,30,50,5-10年,40000
杭州,杭州观数信息科技有限公司,"['股票期权', '绩效奖金', '带薪年假', '弹性工作']",15-50人,本科,A轮,产品/需求/项目类,"企业服务,数据服务",全职,30.280435,120.017969,"成长空间,牛人团队,独挡一面,期权激励",3045803,"['金融', '资深', '大数据', '数据挖掘', 'BI']",数据分析师,12,24,3-5年,18000
成都,成都数联铭品科技有限公司,"['带薪年假', '绩效奖金', '扁平管理', '定期体检']",150-500人,本科,B轮,开发/测试/运维类,"电子商务,数据服务",全职,30.994233,103.99341,"五险一金,节日礼品,餐费补贴",3845490,"['数据挖掘', 'SPSS']",数据分析师,4,8,不限,6000
北京,北京天天有余科技有限公司,"['技能培训', '节日礼物', '绩效奖金', '年度旅游']",15-50人,本科,A轮,开发/测试/运维类,金融,全职,39.99426,115.99339,"五险一金,绩效奖金,下午茶,扁平化管理",3801726,"['征信', '资深', '建模', '大数据', '数据挖掘']",数据分析,10,15,1-3年,12500
深圳,腾讯科技(深圳)有限公司,"['免费班车', '成长空间', '年度旅游', '岗位晋升']",2000人以上,本科,上市公司,开发/测试/运维类,"移动互联网 ,游戏",全职,22.535766,113.952731,"大平台,强福利,技术氛围好",3854760,"['机器学习', 'NLP', '数据挖掘', '反作弊', '人机攻防']",数据分析师（深圳）,30,60,1-3年,45000
北京,北京趣发芽科技有限公司,"['技能培训', '年底双薪', '股票期权', '带薪年假']",15-50人,本科,A轮,开发/测试/运维类,"移动互联网,社交网络",全职,39.977723,116.307761,"明星团队,福利待遇好,团队氛围好",2640294,"['游戏', '文化娱乐', '数据挖掘', 'Java']",数据分析师,8,12,1-3年,10000
北京,北京字节跳动科技有限公司,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",500-2000人,本科,C轮,综合职能类,"移动互联网,数据服务",全职,39.971268,116.332602,六险一金，弹性工作，免费三餐，租房补贴,3970092,"['招聘', '人事', '薪酬福利', '员工关系', 'HRBP']",HR数据分析师,15,30,3-5年,22500
上海,平安科技（深圳）有限公司,"['节日礼物', '年度旅游', '岗位晋升', '技能培训']",2000人以上,本科,不需要融资,开发/测试/运维类,金融,全职,31.23330004,121.5206187,世界500强 带薪年假 节日福利 绩效丰厚,3523472,"['大数据', 'BI']",数据分析师（数据仓库）(上海）,15,20,不限,17500
北京,便利蜂商贸有限公司,"['弹性工作', '美女多', '帅哥多', '领导好']",2000人以上,本科,不需要融资,开发/测试/运维类,"移动互联网,生活服务",全职,39.978087,116.49388,"平台好,发展快",4079426,"['大数据', '数据挖掘']",数据工程师（数据分析方向）J10418,20,40,5-10年,30000
成都,成都数联铭品科技有限公司,"['带薪年假', '绩效奖金', '扁平管理', '定期体检']",150-500人,本科,B轮,金融类,"电子商务,数据服务",全职,30.994233,103.99341,"五险一金,节日礼品,餐费补贴,大牛团队",3950774,"['金融', '风控', '大数据', '数据挖掘']",数据分析师（金融）,15,20,1-3年,17500
深圳,腾讯科技(深圳)有限公司,"['免费班车', '成长空间', '年度旅游', '岗位晋升']",2000人以上,本科,上市公司,开发/测试/运维类,"移动互联网 ,游戏",全职,22.535766,113.952731,"高薪,名企,待遇好",3723649,"['信息安全', '电商', '高级', '中级', '数据挖掘']",TEG13-数据分析工程师（深圳）,15,30,1-3年,22500
上海,上海领健信息技术有限公司,"['股票期权', '带薪年假', '五险一金', '绩效奖金']",150-500人,本科,B轮,开发/测试/运维类,"移动互联网,医疗健康",全职,31.19907,121.58095,发展空间大 技术牛人多 微软团队,3635043,"['BI', '数据管理']",数据分析师-上海张江-00286,20,30,5-10年,25000
广州,广州牧云网络科技有限公司,"['节日礼物', '年底双薪', '专项奖金', '股票期权']",150-500人,本科,B轮,产品/需求/项目类,移动互联网,全职,0,0,"技能成长,团队氛围好,公司发展快,年轻人多",3406845,"['资深', '大数据', '数据挖掘', 'SPSS', 'sas']",数据分析师,10,15,3-5年,12500
上海,上海七牛信息技术有限公司,"['年底双薪', '节日礼物', '技能培训', '年度旅游']",150-500人,本科,D轮及以上,产品/需求/项目类,"移动互联网,数据服务",全职,31.19897,121.60363,六险一金 免费健身 绩效奖金 弹性工作,4052694,"['云计算', '企业服务', '数据挖掘', 'BI']",数据分析师,13,26,1-3年,19500
北京,北京新锦成教育科技有限公司,"['绩效奖金', '股票期权', '年终分红', '专项奖金']",150-500人,本科,A轮,产品/需求/项目类,"移动互联网,教育",全职,39.982015,116.313999,"行业前景好,发展空间大,团队趣味多,弹性时间",3634542,"['专员', '大数据', '数据挖掘', '建模', '数据开发']",数据分析工程师,6,10,不限,8000
上海,深圳市房多多网络科技有限公司,"['节日礼物', '带薪年假', '扁平管理', '美女多']",2000人以上,本科,C轮,开发/测试/运维类,"移动互联网,O2O",全职,31.277659,121.439913,平台好，待遇好，发展广阔，期权激励,3754328,"['房产服务', '高级', '中级', '大数据', 'SPSS']",数据分析师,15,30,3-5年,22500
深圳,富途网络科技（深圳）有限公司,"['年底双薪', '腾讯系', '互联网金融', '年度体检']",150-500人,本科,C轮,产品/需求/项目类,"移动互联网,金融",全职,22.99368,113.993578,"腾讯系团队,六险一金,节假日福利,扁平管理",3884269,"['金融', '统计']",美股数据分析师,8,15,3-5年,11500
广州,广州市骑鹅游信息技术咨询服务有限公司,"['绩效奖金', '年度旅游', '扁平管理', '管理规范']",50-150人,本科,A轮,开发/测试/运维类,"旅游,数据服务",全职,23.083801,113.317388,"十五天年假,技术大牛,国际化团队,扁平化管理",4012622,"['数据挖掘', '大数据', '分布式']",数据分析工程师,10,20,不限,15000
广州,广州栗树信息科技有限公司,[],15-50人,大专,不需要融资,运营/编辑/客服,"移动互联网,广告营销",全职,23.111676,113.354828,"五险一金,宽松氛围,弹性上班制,下午茶",3711097,"['海外', '渠道', '运营', '英语']",数据分析师,5,10,不限,7500
北京,玖富金科控股集团有限责任公司,"['绩效奖金', '免费班车', '五险一金', '部门旅游']",2000人以上,本科,C轮,产品/需求/项目类,金融,全职,39.996731,116.481135,"内部晋升,六险一金,15薪,五险一金",4100559,"['高级', '业务运营', '大数据', '数据挖掘', 'SPSS']",数据分析师（客服部）,15,25,3-5年,20000
上海,上海派兰数据科技有限公司,"['带薪年假', '午餐补助', '领导好', '扁平管理']",少于15人,硕士,天使轮,技术,"数据服务,医疗健康",全职,31.19494301,121.420745,福利好 带薪年假 弹性工作 高能TEAM,1400917,['大数据'],数据分析师,7,9,不限,8000
北京,北京字节跳动科技有限公司,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",500-2000人,本科,C轮,运营/编辑/客服,"移动互联网,数据服务",全职,39.977067,39.977067,六险一金，免费三餐，租房补贴,3957889,['产品'],商业化资深数据分析师,8,16,3-5年,12000
贵阳,成都数联铭品科技有限公司,"['带薪年假', '绩效奖金', '扁平管理', '定期体检']",150-500人,本科,B轮,开发/测试/运维类,"电子商务,数据服务",全职,26.647661,106.630153,"五险一金,各种补贴,团队聚餐",3515527,"['征信', 'SPSS', 'sas']",数据分析师（贵阳）,6,8,1-3年,7000
北京,玖富金科控股集团有限责任公司,"['绩效奖金', '免费班车', '五险一金', '部门旅游']",2000人以上,本科,C轮,产品/需求/项目类,金融,全职,39.996731,116.481135,"晋升空间,免费班车,六险一金,15薪",4100578,"['大数据', '业务运营', 'SPSS', '数据管理']",数据分析专员（客服部）,8,15,3-5年,11500
上海,上海派兰数据科技有限公司,"['带薪年假', '午餐补助', '领导好', '扁平管理']",少于15人,硕士,天使轮,开发/测试/运维类,"数据服务,医疗健康",全职,30.994061,120.993464,"医疗大数据,机器学习,项目管理,前景好",3828670,"['中级', '机器学习', '数据管理']",数据分析主管,8,12,1-3年,10000
北京,北京万维博石农业科技有限公司,"['岗位晋升', '五险一金', '带薪年假', '绩效奖金']",50-150人,本科,A轮,开发/测试/运维类,"移动互联网,O2O",全职,39.958426,116.449295,"餐补,地铁近,五险一金",4048989,"['大数据', '数据挖掘']",数据分析师,10,18,3-5年,14000
杭州,浙江菜鸟供应链管理有限公司,"['股票期权', '五险一金', '带薪年假', '免费班车']",2000人以上,本科,B轮,产品/需求/项目类,电子商务,全职,30.288853,120.076481,"数据分析,excel,sql,呼叫中心",3793509,['业务运营'],商业数据分析专家,15,30,5-10年,22500
