city,companyFullName,companyLabelList,companySize,education,financeStage,firstType,industryField,jobNature,latitude,longitude,positionAdvantage,positionId,positionLables,positionName,salary_high,salary_low,workYear,Salary
北京,北京小度信息科技有限公司,"['绩效奖金', '股票期权', '交通补助', '定期体检']",2000人以上,本科,不需要融资,运营/编辑/客服,"移动互联网,O2O",全职,40.038545,116.308398,"晋升空间,餐补",3744159,"['本地生活', '数据挖掘', 'SPSS', 'sas']",数据分析,10,20,3-5年,15000
广州,三七互娱（上海）科技有限公司,"['绩效奖金', '五险一金', '通讯津贴', '交通补助']",2000人以上,本科,上市公司,产品/需求/项目类,游戏,全职,22.994261,112.993461,"平台好,福利好",2827922,"['广告营销', 'SPSS']",数据分析专员,8,10,1-3年,9000
北京,杏树林信息技术（北京）有限公司,"['A类人才', '股票期权', '带薪年假', '年度旅游']",150-500人,大专,C轮,开发/测试/运维类,"移动互联网,医疗健康",全职,39.893135,116.447045,"氛围好,追求卓越,免费三餐,免费下午茶",3690416,"['医疗健康', '大数据', '二次元', '活动运营']",数据分析师-医疗,10,20,1-3年,15000
北京,北京九斗数据服务有限公司,"['扁平管理', '领导好', '五险一金', '年底双薪']",15-50人,本科,A轮,开发/测试/运维类,金融,全职,39.95975,116.4645,"弹性工作,技能培训,顶级团队,五险一金",3992241,"['金融', '证券']",资深数据分析师,10,15,1-3年,12500
上海,拉扎斯网络科技（上海）有限公司,"['节日礼物', '绩效奖金', '年度旅游', '岗位晋升']",2000人以上,本科,D轮及以上,开发/测试/运维类,移动互联网,全职,31.23297317,121.3814514,公司平台大 福利待遇好 团队氛围佳,3170832,"['金融', '信息安全', '数据挖掘', 'SPSS']",高级数据分析师,15,25,3-5年,20000
上海,国泰君安证券股份有限公司,"['技能培训', '年底双薪', '免费班车', '带薪年假']",2000人以上,本科,上市公司,开发/测试/运维类,金融,全职,31.24771,121.674038,国内综合实力最强的证券公司之一,2616414,"['金融', '大数据']",移动平台-数据分析工程师,10,20,3-5年,15000
上海,烟台欣和企业食品有限公司,"['技能培训', '节日礼物', '绩效奖金', '岗位晋升']",2000人以上,大专,不需要融资,运营/编辑/客服,生活服务,全职,31.21825,121.3547,"五险一金,年底双薪,弹性工作,晋升机会",4088509,"['电商', '数据挖掘', 'SPSS']",资深数据分析师（生鲜电商/零售）,15,25,5-10年,20000
北京,北京信链科技有限公司,"['弹性工作', '大牛多', '五险一金', '年度旅游']",15-50人,本科,不需要融资,金融类,"移动互联网,金融",全职,39.996,116.480792,"全年18薪,团队氛围好,年底出国游,六险一金",4120085,"['建模', '助理', '风控', '主管', '行业研究', '策略设计']",数据分析师,5,10,1年以下,7500
北京,北京智阅网络科技有限公司,"['绩效奖金', '年终分红', '专项奖金', '五险一金']",150-500人,本科,上市公司,运营/编辑/客服,"移动互联网,文化娱乐",全职,0,0,"上市公司,五险一金,弹性工作,周末双休",4113662,"['汽车', '运营', '数据挖掘']",数据分析师,6,12,1-3年,9000
上海,京东商城,"['年底双薪', '节日礼物', '技能培训', '岗位晋升']",2000人以上,本科,上市公司,开发/测试/运维类,电子商务,全职,31.221087,121.360459,"平台大,牛人多",3871811,"['电商', '移动互联网', '产品经理', '大数据']",SQL数据分析师,15,25,1-3年,20000
北京,北京东方车云信息技术有限公司,"['节日礼物', '绩效奖金', '岗位晋升', '年度旅游']",500-2000人,本科,C轮,运营/编辑/客服,"移动互联网,O2O",全职,39.904844,116.433781,移动互联网领先产品,4071263,"['资深', '高级', '大数据', '数据挖掘']",数据分析师,15,25,3-5年,20000
北京,北京易数科技有限公司,"['股票期权', '绩效奖金', '扁平管理', '弹性工作']",150-500人,本科,A轮,市场与销售,"企业服务,数据服务",全职,40.00790013,116.450612,有期权、硅谷平等文化、牛人共事、技术驱动,1389900,"['企业服务', 'BI']",商业数据分析师,20,40,3-5年,30000
上海,上海任意门科技有限公司,"['外企氛围', '年轻活力娱乐', '有才华的团队', '技术导向']",15-50人,本科,B轮,开发/测试/运维类,"社交网络,文化娱乐",全职,31.184192,121.30513,"高薪资,股权激励",3151378,"['大数据', '数据挖掘']",数据仓库与数据分析工程师,15,30,3-5年,22500
北京,北京字节跳动科技有限公司,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",500-2000人,本科,C轮,产品/需求/项目类,"移动互联网,数据服务",全职,39.971268,39.971268,弹性工作，免费三餐，租房补贴，扁平管理，,3512372,[],资深数据分析师,15,30,3-5年,22500
北京,北京小度信息科技有限公司,"['绩效奖金', '股票期权', '交通补助', '定期体检']",2000人以上,本科,不需要融资,运营/编辑/客服,"移动互联网,O2O",全职,40.038545,116.308398,"晋升空间大,餐补,五险一金",4055416,"['大数据', '数据挖掘', 'sas']",（高级）数据分析师-战略中心,15,25,不限,20000
上海,拉扎斯网络科技（上海）有限公司,"['节日礼物', '绩效奖金', '年度旅游', '岗位晋升']",2000人以上,本科,D轮及以上,产品/需求/项目类,移动互联网,全职,31.23297317,121.3814514,公司平台大 福利待遇好 团队氛围佳,3170842,"['资深', '大数据', '数据挖掘']",数据分析专家,25,40,5-10年,32500
上海,国泰君安证券股份有限公司,"['技能培训', '年底双薪', '免费班车', '带薪年假']",2000人以上,硕士,上市公司,产品/需求/项目类,金融,全职,31.241287,121.506537,国内综合实力最强的证券公司之一,2615262,[],大数据分析师,20,40,3-5年,30000
北京,北京三快在线科技有限公司,"['技能培训', '绩效奖金', '岗位晋升', '领导好']",2000人以上,本科,D轮及以上,产品/需求/项目类,"移动互联网,O2O",全职,40.008007,116.48776,五险一金,3427917,"['支付', '大数据', '数据挖掘', 'SPSS']",数据分析师,15,25,3-5年,20000
北京,北京易车互联信息技术有限公司,"['技能培训', '节日礼物', '绩效奖金', '岗位晋升']",2000人以上,本科,上市公司,运营/编辑/客服,"移动互联网,电子商务",全职,39.93812,116.32732,"上市公司,各种车福利,七险一金,绩效奖金",4051897,"['汽车', '广告营销', 'AE', '广告投放']",JTPPYX―销售运营专员（数据分析）,5,8,1-3年,6500
北京,北京十一贝科技有限公司,"['年底双薪', '交通补助', '绩效奖金', '定期体检']",50-150人,本科,不需要融资,开发/测试/运维类,移动互联网,全职,40.036379,116.37255,"交通补助,包三餐",4112874,"['金融', '大数据', '数据挖掘']",数据分析师,15,25,1-3年,20000
北京,南京蓝鲸人网络科技有限公司,"['扁平管理', '弹性工作', '氛围融洽', '牛人多']",50-150人,本科,A轮,产品/需求/项目类,"移动互联网,社交网络",全职,39.976877,116.344462,"牛人多,10点上班,工作日出游,弹性工作制",3507411,"['资深', '高级', '运营', '大数据', 'SPSS']",数据分析师,20,40,5-10年,30000
苏州,苏州触达信息技术有限公司,"['股票期权', '公租房', '带薪年假', '绩效奖金']",15-50人,本科,B轮,开发/测试/运维类,"移动互联网,硬件",全职,31.2776,120.742377,"五险一金,年底双薪,弹性工作,节日福利",2705085,"['机器学习', '数据挖掘', '人工智能', '算法']",大数据分析工程师,12,24,不限,18000
上海,北京爱论答科技有限公司,"['股票期权', '年底双薪', '通讯津贴', '弹性工作']",150-500人,本科,A轮,运营/编辑/客服,"移动互联网,教育",全职,31.228478,121.440983,"人工智能,硅谷文化,弹性工作,下午茶",4092183,"['渠道', '活动', '大数据', '活动运营']",运营数据分析师,6,12,1-3年,9000
北京,网易（杭州）有限公司,"['节日礼物', '技能培训', '免费班车', '带薪年假']",2000人以上,本科,上市公司,设计,"电子商务,移动互联网",全职,39.99426,115.99339,"绩效奖金,年底双薪,免费吃饭,交通补助",2332070,[],数据分析师,15,20,不限,17500
杭州,杭州旦悦科技有限公司,"['专项奖金', '年底双薪', '绩效奖金', '五险一金']",500-2000人,本科,B轮,产品/需求/项目类,教育,全职,30.19274174,120.2028167,平台发展快,3614259,"['专员', '业务运营', '数据挖掘', 'SPSS']",数据分析师(Bi),6,10,1-3年,8000
北京,北京芯盾时代科技有限公司,"['高薪', '股票期权', '内荐重奖', '餐补话补']",50-150人,本科,B轮,开发/测试/运维类,"移动互联网,信息安全",全职,39.99426,115.99339,"五险一金,高薪,内荐重奖,晋升空间",4005151,"['金融', '游戏', '数据挖掘']",大数据风控数据分析师,15,30,3-5年,22500
杭州,浙江同花顺云软件有限公司,[],2000人以上,硕士,上市公司,产品/需求/项目类,"移动互联网,金融",全职,30.291923,120.045424,"上市公司,智能投资",4071345,"['高级', '专员', '助理', '大数据', '数据挖掘']",数据分析师,8,15,不限,11500
北京,北京酷划在线网络技术有限公司,"['移动互联网', '发展壮大', '有竞争力薪酬', '战斗力团队']",50-150人,本科,不需要融资,市场/商务/销售类,移动互联网,全职,40.009084,116.355305,"产品好,牛人多,氛围好,合理加班",3347977,"['移动互联网', '广告营销', '数据挖掘', 'SPSS', '用户研究']",数据分析师【要求985/211】,8,12,不限,10000
北京,北京字节跳动科技有限公司,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",500-2000人,硕士,C轮,产品/需求/项目类,"移动互联网,数据服务",全职,39.971268,116.332602,弹性工作，免费三餐，租房补贴,4084688,[],高级数据分析师,15,30,3-5年,22500
北京,北京易车互联信息技术有限公司,"['技能培训', '节日礼物', '绩效奖金', '岗位晋升']",2000人以上,本科,上市公司,综合职能类,"移动互联网,电子商务",全职,39.93812,116.32732,"上市公司,各种车福利,七险一金,绩效奖金",4066056,['人事'],JTRLZX-HRIS经理（人力资源数据分析师）,15,30,5-10年,22500
上海,北京爱论答科技有限公司,"['股票期权', '年底双薪', '通讯津贴', '弹性工作']",150-500人,本科,A轮,产品/需求/项目类,"移动互联网,教育",全职,31.228478,121.440983,"人工智能,硅谷文化,专业团队",3909184,"['资深', 'SPSS', 'sas']",Data Analyst（学习数据分析师）,15,30,3-5年,22500
北京,网易（杭州）有限公司,"['节日礼物', '技能培训', '免费班车', '带薪年假']",2000人以上,本科,上市公司,开发/测试/运维类,"电子商务,移动互联网",全职,40.042894,116.275949,"核心业务,老板好,微加班,17薪",3818969,"['总监', '资深', '大数据', 'SPSS', 'sas']",数据分析经理,30,45,5-10年,37500
杭州,杭州旦悦科技有限公司,"['专项奖金', '年底双薪', '绩效奖金', '五险一金']",500-2000人,本科,B轮,开发/测试/运维类,教育,全职,30.19274174,120.2028167,8090氛围 公司发展快 行业前景好,3574955,"['数据挖掘', 'SPSS']",数据分析师(BI),5,8,1-3年,6500
北京,北京光宇在线科技有限责任公司,"['年底双薪', '绩效奖金', '专项奖金', '五险一金']",2000人以上,本科,上市公司,开发/测试/运维类,游戏,全职,116.331398,39.897445,"学习空间大,晋升空间大",4025151,"['数据挖掘', 'SPSS']",数据分析员,8,15,1-3年,11500
杭州,杭州财米科技有限公司,"['年底多薪', '岗位晋升', '定期体检', '五险一金']",500-2000人,本科,C轮,市场/商务/销售类,"移动互联网,金融",全职,29.993662,119.993591,弹性工作,3382837,"['数据挖掘', '算法', '业务分析']",数据分析-偏建模（实习生）-杭州-00917,3,4,不限,3500
上海,上海大岂网络科技有限公司,[],50-150人,本科,B轮,产品/需求/项目类,移动互联网,全职,31.196247,121.432441,"大数据,B轮,团队氛围好,发展前景大",4020979,['可视化'],数据分析/数据建模,10,20,1-3年,15000
上海,上海凯石财富基金销售有限公司,"['技能培训', '年底双薪', '节日礼物', '绩效奖金']",150-500人,本科,不需要融资,产品/需求/项目类,金融,全职,31.23276986,121.49169,"五险一金,带薪病假,通讯补贴,年终奖金",2641172,[],数据分析专员,6,10,不限,8000
上海,上海脉豪商务信息咨询有限公司,"['股票期权', '带薪年假', '定期体检', '弹性工作']",150-500人,大专,天使轮,市场/商务/销售类,"移动互联网,企业服务",全职,30.994061,120.993464,"大数据AI,互联网公司,弹性8h,晋升通道",4003905,"['教育', '调研', '大数据', '数据挖掘']",数据分析助理/专员（教育行业）,5,8,1年以下,6500
广州,广州市贝聊信息科技有限公司,"['五险一金', '股票期权', '绩效奖金', '弹性工作']",150-500人,本科,B轮,产品/需求/项目类,"移动互联网,教育",全职,23.12153514,113.373361,技术大牛带你飞，周末双休，部门氛围活跃,4089123,"['大数据', '数据挖掘', 'SQL', 'SPSS', '用户研究']",数据分析师,10,15,1-3年,12500
深圳,中电数通科技有限公司,[],150-500人,大专,天使轮,开发/测试/运维类,"移动互联网,信息安全",全职,22.652657,114.11718,"高薪,发展空间大",3555590,"['软件开发', '数据挖掘', '算法']",大数据分析工程师,10,20,1-3年,15000
广州,广州活动时文化传媒有限公司,"['年底双薪', '带薪年假', '定期体检', '专项奖金']",50-150人,本科,A轮,产品/需求/项目类,"企业服务,数据服务",全职,23.003163,113.327653,"发展空间大,扁平化管理,平台大",3818560,"['大数据', '数据挖掘']",数据分析师,9,14,1-3年,11500
北京,北京直客通科技有限公司,"['技能培训', '绩效奖金', '岗位晋升', '估值过亿']",50-150人,本科,C轮,产品/需求/项目类,"移动互联网,旅游",全职,39.911658,116.482018,"平台有发展,领导好,绩效奖金,商业保险",4032692,"['资深', '高级', '商业', '大数据', 'SPSS']",数据分析师,20,30,3-5年,25000
厦门,厦门掌酷信息科技有限公司,"['年底双薪', '绩效奖金', '带薪年假', '定期体检']",150-500人,本科,不需要融资,产品/需求/项目类,"移动互联网,电子商务",全职,24.494323,118.117439,"周末双休,年终双薪,每年调薪,入股分红",4060046,"['金融', '大数据', '数据挖掘']",数据分析师/数据经理,10,15,3-5年,12500
上海,北京字节跳动科技有限公司,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",500-2000人,硕士,C轮,产品/需求/项目类,"移动互联网,数据服务",全职,31.157779,31.157779,弹性工作，晋升空间，团队氛围好,4102375,[],高级数据分析师,15,30,3-5年,22500
北京,网易（杭州）有限公司,"['节日礼物', '技能培训', '免费班车', '带薪年假']",2000人以上,本科,上市公司,开发/测试/运维类,"电子商务,移动互联网",全职,39.99426,115.99339,"核心团队,18薪,老板好",3153255,"['广告营销', '资深', '数据挖掘', 'SPSS', 'sas']",数据分析师（广告）,15,28,3-5年,21500
杭州,杭州旦悦科技有限公司,"['专项奖金', '年底双薪', '绩效奖金', '五险一金']",500-2000人,本科,B轮,产品/需求/项目类,教育,全职,30.19274174,120.2028167,福利人性化，公司扁平化，团队亲和活力,3826419,"['统计', '数据管理']",数据分析专员,4,5,1年以下,4500
北京,北京光宇在线科技有限责任公司,"['年底双薪', '绩效奖金', '专项奖金', '五险一金']",2000人以上,本科,上市公司,开发/测试/运维类,游戏,全职,116.331398,39.897445,"晋升空间大,学习空间大",4025148,"['数据挖掘', 'SPSS', '数据管理']",数据分析专员,6,10,1-3年,8000
上海,杭州财米科技有限公司,"['年底多薪', '岗位晋升', '定期体检', '五险一金']",500-2000人,本科,C轮,开发/测试/运维类,"移动互联网,金融",全职,31.21310986,121.5359,学习平台 发展空间,3792595,"['银行', '电商', '广告营销', '数据挖掘']",高级数据分析师-上海-01114,20,35,3-5年,27500
上海,上海脉豪商务信息咨询有限公司,"['股票期权', '带薪年假', '定期体检', '弹性工作']",150-500人,本科,天使轮,产品/需求/项目类,"移动互联网,企业服务",全职,30.994061,120.993464,"互联网公司,大数据平台,季度奖金,活力年轻",3167494,"['商业', '业务运营', '大数据', '数据挖掘', 'SPSS']",数据分析师,8,12,1-3年,10000
北京,北京直客通科技有限公司,"['技能培训', '绩效奖金', '岗位晋升', '估值过亿']",50-150人,本科,C轮,产品/需求/项目类,"移动互联网,旅游",全职,39.911658,116.482018,"发展空间大,平台好,创业公司,绩效奖金",4045813,"['资深', '高级', '商业', '业务运营']",数据分析经理/总监,20,35,5-10年,27500
北京,清枫（北京）科技有限公司,"['带薪年假', '扁平管理', '五险一金', '弹性工作']",50-150人,本科,A轮,开发/测试/运维类,游戏,全职,39.99671,116.481255,"北大博士,腾讯大牛,电竞大数据,期权激励",4013707,"['游戏', '高级', '大数据', '数据挖掘']",数据分析师,15,30,1-3年,22500
上海,上海卫诚企业征信有限公司,"['年底双薪', '带薪年假', '绩效奖金', '弹性工作']",50-150人,硕士,不需要融资,金融类,"金融,移动互联网",全职,31.336804,121.49387,"扁平化管理,弹性工作制,年终奖,办公环境好",3899053,"['征信', '风控', '顾问', '行业研究', 'sas']",行业数据分析研究员,7,10,1-3年,8500
深圳,沃尔玛（中国）投资有限公司,[],2000人以上,本科,上市公司,市场与销售,"电子商务,其他",全职,22.544741,114.012206,"企业文化,职业发展,薪酬福利,工作环境",2325211,['BI'],商业数据分析-经理,20,30,5-10年,25000
北京,北京善义善美科技有限公司,"['岗位晋升', '扁平管理', '个人成长快', '牛人多']",2000人以上,本科,D轮及以上,产品/需求/项目类,O2O,全职,0,0,地铁周边 福利完善,3495570,"['高级', '大数据', '数据挖掘']",数据分析产品经理,15,20,1-3年,17500
广州,广州神灯商务服务有限公司,"['年底双薪', '带薪年假', '午餐补助', '定期体检']",15-50人,大专,未融资,产品/需求/项目类,"电子商务,数据服务",全职,23.14584,113.32587,发展空间大,3203698,"['金融', '电商', '文化娱乐', '大数据', '数据挖掘']",数据分析,6,12,1-3年,9000
北京,北京数猎天下科技有限公司,"['年底双薪', '交通补助', '带薪年假', '帅哥多']",15-50人,不限,天使轮,产品/需求/项目类,"数据服务,企业服务",全职,39.987243,116.334661,"13薪,丰富团建,零食下午茶,朝阳行业",3973896,"['项目管理', 'PMO', 'PMP', '产品经理']",项目经理（数据分析）,14,28,3-5年,21000
广州,广州零点市场调查有限公司,[],50-150人,本科,A轮,开发/测试/运维类,数据服务,全职,23.131809,113.311289,"晋升快,平台好,周末双休,五险一金",3802722,['建模'],大数据分析师（数据挖掘方向）,8,10,1-3年,9000
北京,炫一下（北京）科技有限公司,"['带薪年假', '绩效奖金', '岗位晋升', '管理规范']",500-2000人,本科,D轮及以上,产品/需求/项目类,"移动互联网,文化娱乐",全职,39.999364,116.4891943,业务发展快，成长空间大,3936507,"['移动互联网', '高级', '专员', '商业', '业务运营']",数据分析,10,20,3-5年,15000
北京,北京字节跳动科技有限公司,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",500-2000人,本科,C轮,产品/需求/项目类,"移动互联网,数据服务",全职,39.971268,39.971268,六险一金，弹性工作，免费三餐，餐补，租房补贴，带薪休假，休闲下午茶，扁平管理，健身瑜伽，过亿用户，职业大牛，晋升空间，团队氛围好,3516085,[],运营平台高级数据分析师,15,30,3-5年,22500
北京,网易（杭州）有限公司,"['节日礼物', '技能培训', '免费班车', '带薪年假']",2000人以上,本科,上市公司,产品/需求/项目类,"电子商务,移动互联网",全职,40.042894,116.275949,"发展空间大,薪酬福利好,创新团队,互联网金融",3288290,"['理财', '高级', '数据挖掘', 'SPSS']",数据分析师,15,25,3-5年,20000
上海,杭州财米科技有限公司,"['年底多薪', '岗位晋升', '定期体检', '五险一金']",500-2000人,硕士,C轮,产品/需求/项目类,"移动互联网,金融",全职,31.17207,121.51393,弹性工作,3882456,[],数据分析师-上海浦东-01151,8,10,1-3年,9000
上海,上海脉豪商务信息咨询有限公司,"['股票期权', '带薪年假', '定期体检', '弹性工作']",150-500人,大专,天使轮,产品/需求/项目类,"移动互联网,企业服务",全职,30.994061,120.993464,"互联网公司,大数据平台,弹性8h,团队大牛多",3947216,"['专员', '大数据', '数据挖掘']",数据分析助理,6,8,不限,7000
上海,上海卫诚企业征信有限公司,"['年底双薪', '带薪年假', '绩效奖金', '弹性工作']",50-150人,本科,不需要融资,产品/需求/项目类,"金融,移动互联网",全职,31.336804,121.49387,"扁平化管理,弹性工作制,年终奖,办公环境好",4104483,"['银行', '大数据', '数据挖掘', '建模']",数据分析师,6,10,1-3年,8000
深圳,沃尔玛（中国）投资有限公司,[],2000人以上,本科,上市公司,产品/需求/项目类,"电子商务,其他",全职,22.544741,114.012206,"精英团队,成长空间,薪酬福利,外企文化",2960741,"['总监', '资深', 'BI', '商业']",高级数据分析经理,15,25,3-5年,20000
北京,北京善义善美科技有限公司,"['岗位晋升', '扁平管理', '个人成长快', '牛人多']",2000人以上,本科,D轮及以上,产品/需求/项目类,O2O,全职,40.04741,116.431819,高薪、有发展前景,4030986,"['大数据', '数据挖掘']",商业数据分析经理,15,30,3-5年,22500
北京,北京数猎天下科技有限公司,"['年底双薪', '交通补助', '带薪年假', '帅哥多']",15-50人,本科,天使轮,产品/需求/项目类,"数据服务,企业服务",全职,39.987243,116.334661,"年底13薪,交通补助,免费晚餐,零食水果",4077023,"['资深', '高级', '可视化', '大数据', '数据挖掘']",数据分析师,22,35,3-5年,28500
广州,广州零点市场调查有限公司,[],50-150人,本科,A轮,产品/需求/项目类,数据服务,全职,23.131809,113.311289,"五险一金,双休,节日福利,年度体检",3014121,"['大数据', '数据挖掘', '建模', 'SPSS']",数据分析员,4,5,不限,4500
杭州,杭州九言科技股份有限公司,"['节日礼物', '股票期权', '年度旅游', '岗位晋升']",150-500人,本科,B轮,金融,"广告营销,移动互联网",全职,30.27303013,120.1250096,打造7000w用户的美好体验～,1670002,[],资深数据分析师（分析方向）,15,25,3-5年,20000
深圳,爱问医联科技（深圳）有限公司,"['股票期权', '带薪年假', '午餐补助', '专项奖金']",50-150人,本科,A轮,产品/需求/项目类,"医疗健康,移动互联网",全职,22.53343,113.946293,"爱问医联,微博平台,五险一金,互联网医疗",3900158,"['金融', '数据挖掘', 'SPSS']",数据分析师,8,15,1-3年,11500
广州,广州多融信息科技有限公司,"['年终分红', '绩效奖金', '领导好', '扁平管理']",15-50人,本科,未融资,产品/需求/项目类,金融,全职,23.119559,113.326686,"五险一金,平台发展,扁平化管理,免费午餐",3570483,"['金融', '大数据', '数据挖掘', '策略', 'SPSS']",数据分析师,10,20,1-3年,15000
广州,广州艾力彼管理顾问有限公司,"['""""']",15-50人,本科,不需要融资,开发/测试/运维类,"医疗健康,数据服务",全职,23.089458,113.276398,"数据分析,数据挖掘,SAS,分析软件",4023379,"['金融', '医疗健康', '大数据', '数据挖掘', 'SPSS']",数据分析师,6,10,1-3年,8000
深圳,武汉佰钧成技术有限责任公司,"['带薪年假', '计算机软件', '管理规范', '定期体检']",2000人以上,本科,不需要融资,产品/需求/项目类,移动互联网,全职,0,0,"腾讯平台,弹性工作,六险一金",4057874,"['专员', '业务运营', '大数据', '统计', 'SPSS']",数据分析员,7,8,1-3年,7500
